CIK,Company Name,Form Type,Date Filed,File name
1027596,ADVISORS SERIES TRUST,485BXT,20200102,edgar/data/1027596/0000894189-20-000027.txt
1027596,ADVISORS SERIES TRUST,485BXT,20200102,edgar/data/1027596/0000894189-20-000027.txt
1027596,ADVISORS SERIES TRUST,485BXT,20200102,edgar/data/1027596/0000894189-20-000033.txt
1027596,ADVISORS SERIES TRUST,485BXT,20200102,edgar/data/1027596/0000894189-20-000033.txt
1027664,ELBIT SYSTEMS LTD,6-K,20200102,edgar/data/1027664/0000910680-20-000002.txt
1027741,STORCH DAVID P,4,20200102,edgar/data/1027741/0001127602-20-000197.txt
1027958,POST WILLIAM J,4,20200102,edgar/data/1027958/0001127602-20-000200.txt
102816,EATON VANCE GROWTH TRUST,497J,20200102,edgar/data/102816/0000940394-20-000004.txt
1029744,SONIC FOUNDRY INC,4,20200102,edgar/data/1029744/0001029744-20-000002.txt
1029744,SONIC FOUNDRY INC,4,20200102,edgar/data/1029744/0001029744-20-000004.txt
1029744,SONIC FOUNDRY INC,4,20200102,edgar/data/1029744/0001029744-20-000006.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000058.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000063.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000066.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000068.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000070.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000074.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000080.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000083.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000086.txt
1029800,URSTADT BIDDLE PROPERTIES INC,4,20200102,edgar/data/1029800/0001567619-20-000089.txt
1030475,CHINA EASTERN AIRLINES CORP LTD,6-K,20200102,edgar/data/1030475/0001193125-20-000070.txt
1030475,CHINA EASTERN AIRLINES CORP LTD,6-K,20200102,edgar/data/1030475/0001193125-20-000075.txt
1030475,CHINA EASTERN AIRLINES CORP LTD,6-K,20200102,edgar/data/1030475/0001193125-20-000082.txt
1030475,CHINA EASTERN AIRLINES CORP LTD,6-K,20200102,edgar/data/1030475/0001193125-20-000087.txt
1030475,CHINA EASTERN AIRLINES CORP LTD,6-K,20200102,edgar/data/1030475/0001193125-20-000088.txt
1030475,CHINA EASTERN AIRLINES CORP LTD,6-K,20200102,edgar/data/1030475/0001193125-20-000090.txt
1030475,CHINA EASTERN AIRLINES CORP LTD,6-K,20200102,edgar/data/1030475/0001193125-20-000092.txt
1030475,CHINA EASTERN AIRLINES CORP LTD,6-K,20200102,edgar/data/1030475/0001193125-20-000095.txt
103145,VEECO INSTRUMENTS INC,8-K,20200102,edgar/data/103145/0001104659-20-000110.txt
1034196,ADVENT INTERNATIONAL CORP/MA,3,20200102,edgar/data/1034196/0001104659-20-000516.txt
1034196,ADVENT INTERNATIONAL CORP/MA,SC 13D,20200102,edgar/data/1034196/0001104659-20-000437.txt
1034563,ICAHN ENTERPRISES HOLDINGS L.P.,8-K,20200102,edgar/data/1034563/0001104659-20-000197.txt
1034594,BAY BANKS OF VIRGINIA INC,8-K,20200102,edgar/data/1034594/0001104659-20-000177.txt
1034657,STERNLICHT BARRY S,4,20200102,edgar/data/1034657/0001104659-20-000349.txt
1035018,"PRUDENTIAL INVESTMENT PORTFOLIOS, INC. 10",485BPOS,20200102,edgar/data/1035018/0001193125-20-000327.txt
1035018,"PRUDENTIAL INVESTMENT PORTFOLIOS, INC. 10",485BPOS,20200102,edgar/data/1035018/0001193125-20-000327.txt
1035976,"FNCB Bancorp, Inc.",4,20200102,edgar/data/1035976/0001437749-20-000072.txt
1036848,AEROCENTURY CORP,3,20200102,edgar/data/1036848/0001654954-20-000042.txt
1037016,NII HOLDINGS INC,4,20200102,edgar/data/1037016/0001567619-20-000064.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000142.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000143.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000144.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000145.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000146.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000148.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000149.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000150.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000151.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000152.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000153.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000154.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000155.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000156.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000157.txt
103730,VISHAY INTERTECHNOLOGY INC,4,20200102,edgar/data/103730/0001567619-20-000158.txt
1037976,JONES LANG LASALLE INC,4,20200102,edgar/data/1037976/0001127602-20-000245.txt
1037976,JONES LANG LASALLE INC,4,20200102,edgar/data/1037976/0001127602-20-000247.txt
1038277,INTERNATIONAL ISOTOPES INC,4,20200102,edgar/data/1038277/0001225208-20-000061.txt
1038277,INTERNATIONAL ISOTOPES INC,4,20200102,edgar/data/1038277/0001225208-20-000062.txt
1038277,INTERNATIONAL ISOTOPES INC,4,20200102,edgar/data/1038277/0001225208-20-000063.txt
1038357,PIONEER NATURAL RESOURCES CO,4,20200102,edgar/data/1038357/0001246360-20-000008.txt
1038357,PIONEER NATURAL RESOURCES CO,4,20200102,edgar/data/1038357/0001246360-20-000009.txt
1038357,PIONEER NATURAL RESOURCES CO,4,20200102,edgar/data/1038357/0001246360-20-000010.txt
1038357,PIONEER NATURAL RESOURCES CO,4,20200102,edgar/data/1038357/0001246360-20-000011.txt
1038357,PIONEER NATURAL RESOURCES CO,4,20200102,edgar/data/1038357/0001246360-20-000012.txt
1038357,PIONEER NATURAL RESOURCES CO,4,20200102,edgar/data/1038357/0001246360-20-000013.txt
1038357,PIONEER NATURAL RESOURCES CO,4,20200102,edgar/data/1038357/0001246360-20-000014.txt
1038357,PIONEER NATURAL RESOURCES CO,4,20200102,edgar/data/1038357/0001246360-20-000015.txt
1038683,RYANAIR HOLDINGS PLC,6-K,20200102,edgar/data/1038683/0001654954-20-000016.txt
1039065,OSI SYSTEMS INC,4/A,20200102,edgar/data/1039065/0001179110-20-000062.txt
1039065,OSI SYSTEMS INC,4/A,20200102,edgar/data/1039065/0001179110-20-000063.txt
1039065,OSI SYSTEMS INC,4/A,20200102,edgar/data/1039065/0001179110-20-000064.txt
1039065,OSI SYSTEMS INC,4,20200102,edgar/data/1039065/0001179110-20-000037.txt
1039065,OSI SYSTEMS INC,4,20200102,edgar/data/1039065/0001179110-20-000051.txt
1039065,OSI SYSTEMS INC,4,20200102,edgar/data/1039065/0001179110-20-000052.txt
1039065,OSI SYSTEMS INC,4,20200102,edgar/data/1039065/0001179110-20-000053.txt
1039065,OSI SYSTEMS INC,4,20200102,edgar/data/1039065/0001179110-20-000056.txt
1039568,KOPKO FREDERICK H JR,4,20200102,edgar/data/1039568/0001029744-20-000002.txt
1039684,ONEOK INC /NEW/,4,20200102,edgar/data/1039684/0001239208-20-000002.txt
1040619,LEVEN MICHAEL A,4,20200102,edgar/data/1040619/0001063344-20-000012.txt
1040739,DEGIGLIO MICHAEL A,3,20200102,edgar/data/1040739/0001209191-20-000302.txt
1040829,"Ryman Hospitality Properties, Inc.",4,20200102,edgar/data/1040829/0001209191-20-000162.txt
1041588,ACCESS-POWER INC,10-K,20200102,edgar/data/1041588/0001041588-20-000001.txt
1041668,CHINA SOUTHERN AIRLINES CO LTD,6-K,20200102,edgar/data/1041668/0001193125-20-000097.txt
1041888,ALLEN A CLINTON,4,20200102,edgar/data/1041888/0001209191-20-000148.txt
1041956,BUSH MARY K,4,20200102,edgar/data/1041956/0001562180-20-000002.txt
1042019,PRENDERGAST JOHN K A,4,20200102,edgar/data/1042019/0001553350-20-000003.txt
1042560,WEBB EARL E,4,20200102,edgar/data/1042560/0001474098-20-000015.txt
1042893,DRIL-QUIP INC,4,20200102,edgar/data/1042893/0001209191-20-000085.txt
1042893,DRIL-QUIP INC,4,20200102,edgar/data/1042893/0001209191-20-000086.txt
1042893,DRIL-QUIP INC,4,20200102,edgar/data/1042893/0001209191-20-000087.txt
1042893,DRIL-QUIP INC,4,20200102,edgar/data/1042893/0001209191-20-000088.txt
1043489,RUZIC RONALD M,4,20200102,edgar/data/1043489/0001567619-20-000148.txt
1044378,BIOCEPT INC,SC 13G/A,20200102,edgar/data/1044378/0001535610-20-000005.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,424B2,20200102,edgar/data/1045520/0001104659-20-000053.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,424B2,20200102,edgar/data/1045520/0001104659-20-000056.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,424B2,20200102,edgar/data/1045520/0001104659-20-000147.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,424B2,20200102,edgar/data/1045520/0001104659-20-000182.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,424B2,20200102,edgar/data/1045520/0001104659-20-000259.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,FWP,20200102,edgar/data/1045520/0001104659-20-000054.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,FWP,20200102,edgar/data/1045520/0001104659-20-000057.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,FWP,20200102,edgar/data/1045520/0001104659-20-000148.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,FWP,20200102,edgar/data/1045520/0001104659-20-000183.txt
1045520,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,FWP,20200102,edgar/data/1045520/0001104659-20-000261.txt
1045701,Monteagle Funds,DEF 14A,20200102,edgar/data/1045701/0001162044-20-000003.txt
1046086,LEER STEVEN F,4,20200102,edgar/data/1046086/0001225208-20-000015.txt
1046311,CHOICE HOTELS INTERNATIONAL INC /DE,4,20200102,edgar/data/1046311/0001209191-20-000343.txt
1047058,CHOPRA DEEPAK,4/A,20200102,edgar/data/1047058/0001179110-20-000063.txt
1047058,CHOPRA DEEPAK,4,20200102,edgar/data/1047058/0001179110-20-000056.txt
1047059,MEHRA AJAY,4,20200102,edgar/data/1047059/0001179110-20-000052.txt
1047252,EDELMAN MARTIN L,4,20200102,edgar/data/1047252/0001209191-20-000468.txt
1047304,PIMCO VARIABLE INSURANCE TRUST,497,20200102,edgar/data/1047304/0001193125-20-000690.txt
1047744,FINGERHUT BARRY K,4,20200102,edgar/data/1047744/0001016281-20-000004.txt
1047862,CONSOLIDATED EDISON INC,8-K,20200102,edgar/data/1047862/0001047862-20-000002.txt
1048436,LANDRY DONALD J,4,20200102,edgar/data/1048436/0001063344-20-000009.txt
1048702,NATIONWIDE MUTUAL FUNDS,497,20200102,edgar/data/1048702/0001193125-20-000373.txt
1048941,BAILEY GEOFFREY R,4,20200102,edgar/data/1048941/0001214659-20-000011.txt
104894,WASHINGTON REAL ESTATE INVESTMENT TRUST,4,20200102,edgar/data/104894/0000104894-20-000003.txt
104894,WASHINGTON REAL ESTATE INVESTMENT TRUST,4,20200102,edgar/data/104894/0000104894-20-000004.txt
104918,AVISTA CORP,3,20200102,edgar/data/104918/0000104918-20-000001.txt
104918,AVISTA CORP,3,20200102,edgar/data/104918/0000104918-20-000002.txt
1049502,MKS INSTRUMENTS INC,3,20200102,edgar/data/1049502/0001127602-20-000047.txt
1049782,BROOKLINE BANCORP INC,4,20200102,edgar/data/1049782/0001049782-20-000002.txt
1050572,GILLIGAN J KEVIN,4,20200102,edgar/data/1050572/0001127602-20-000098.txt
1050738,HRABOWSKI FREEMAN A III,4,20200102,edgar/data/1050738/0001562180-20-000004.txt
1050918,OAK ASSOCIATES FUNDS,497,20200102,edgar/data/1050918/0001398344-20-000046.txt
1051410,HARKHAM URI P,4,20200102,edgar/data/1051410/0001567619-20-000123.txt
1052058,STIRITZ WILLIAM P,4,20200102,edgar/data/1052058/0001530950-20-000014.txt
1052600,SAUNDERS THOMAS A,4,20200102,edgar/data/1052600/0001127602-20-000190.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000001.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000009.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000010.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000011.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000013.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000014.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000015.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000035.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000039.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000052.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000053.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000054.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000055.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000059.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000060.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000062.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000065.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000067.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000077.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000078.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000079.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000081.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000082.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000083.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000085.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000086.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000087.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000088.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000089.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000090.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000092.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000093.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000094.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000095.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000096.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000098.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000099.txt
1053092,CREDIT SUISSE AG,424B2,20200102,edgar/data/1053092/0000950103-20-000100.txt
1053092,CREDIT SUISSE AG,FWP,20200102,edgar/data/1053092/0000950103-20-000012.txt
1053092,CREDIT SUISSE AG,FWP,20200102,edgar/data/1053092/0000950103-20-000056.txt
1053092,CREDIT SUISSE AG,FWP,20200102,edgar/data/1053092/0000950103-20-000057.txt
1053092,CREDIT SUISSE AG,FWP,20200102,edgar/data/1053092/0000950103-20-000058.txt
1053092,CREDIT SUISSE AG,FWP,20200102,edgar/data/1053092/0000950103-20-000070.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000246.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000248.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000250.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000255.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000257.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000260.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000262.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000264.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000267.txt
105319,"WW INTERNATIONAL, INC.",4,20200102,edgar/data/105319/0001209191-20-000270.txt
1053425,HARTFORD SERIES FUND INC,497K,20200102,edgar/data/1053425/0001104659-20-000233.txt
1053507,AMERICAN TOWER CORP /MA/,8-K,20200102,edgar/data/1053507/0001053507-20-000002.txt
1053890,DEBBANE RAYMOND,4,20200102,edgar/data/1053890/0001209191-20-000255.txt
1053892,SOBECKI CHRISTOPHER J,4,20200102,edgar/data/1053892/0001209191-20-000267.txt
1055024,NORDSTROM BRUCE A,4,20200102,edgar/data/1055024/0000072333-20-000002.txt
1055624,SPRINGER TIMOTHY A,SC 13D/A,20200102,edgar/data/1055624/0001193125-20-000675.txt
